Booster #,Card #,Raridade,Modo Visual,Godmode?,Prêmio Godmode,Valor Reciclagem
759,3793,trash,neon,NÃO,-,R$ 0.0126
759,3794,trash,default,NÃO,-,R$ 0.0063
759,3795,trash,default,NÃO,-,R$ 0.0063
760,3796,meme,default,NÃO,-,R$ 0.0063
760,3797,trash,default,NÃO,-,R$ 0.0063
760,3798,trash,neon,NÃO,-,R$ 0.0126
760,3799,trash,glow,NÃO,-,R$ 0.0189
760,3800,trash,default,NÃO,-,R$ 0.0063
761,3801,trash,default,NÃO,-,R$ 0.0063
761,3802,trash,ghost,NÃO,-,R$ 0.0378
761,3803,meme,default,NÃO,-,R$ 0.0063
761,3804,trash,default,NÃO,-,R$ 0.0063
761,3805,trash,glitch,NÃO,-,R$ 0.0252
762,3806,trash,glow,NÃO,-,R$ 0.0189
762,3807,trash,default,NÃO,-,R$ 0.0063
762,3808,trash,default,NÃO,-,R$ 0.0063
762,3809,viral,neon,NÃO,-,R$ 0.0126
762,3810,trash,default,NÃO,-,R$ 0.0063
763,3811,trash,default,NÃO,-,R$ 0.0063
763,3812,trash,neon,NÃO,-,R$ 0.0126
763,3813,trash,default,NÃO,-,R$ 0.0063
763,3814,trash,glow,NÃO,-,R$ 0.0189
763,3815,trash,neon,NÃO,-,R$ 0.0126
764,3816,meme,default,NÃO,-,R$ 0.0063
764,3817,trash,glow,NÃO,-,R$ 0.0189
764,3818,trash,default,NÃO,-,R$ 0.0063
764,3819,trash,default,NÃO,-,R$ 0.0063
764,3820,trash,default,NÃO,-,R$ 0.0063
765,3821,trash,neon,NÃO,-,R$ 0.0126
765,3822,trash,default,NÃO,-,R$ 0.0063
765,3823,trash,neon,NÃO,-,R$ 0.0126
765,3824,trash,default,NÃO,-,R$ 0.0063
765,3825,trash,default,NÃO,-,R$ 0.0063
766,3826,trash,glow,NÃO,-,R$ 0.0189
766,3827,trash,neon,NÃO,-,R$ 0.0126
766,3828,trash,neon,NÃO,-,R$ 0.0126
766,3829,trash,glow,NÃO,-,R$ 0.0189
766,3830,meme,glow,NÃO,-,R$ 0.0189
767,3831,meme,default,NÃO,-,R$ 0.0063
767,3832,meme,neon,NÃO,-,R$ 0.0126
767,3833,trash,neon,NÃO,-,R$ 0.0126
767,3834,trash,default,NÃO,-,R$ 0.0063
767,3835,trash,default,NÃO,-,R$ 0.0063
768,3836,trash,default,NÃO,-,R$ 0.0063
768,3837,meme,neon,NÃO,-,R$ 0.0126
768,3838,meme,neon,NÃO,-,R$ 0.0126
768,3839,trash,ghost,NÃO,-,R$ 0.0378
768,3840,trash,default,NÃO,-,R$ 0.0063
769,3841,viral,glow,NÃO,-,R$ 0.0189
769,3842,meme,ghost,NÃO,-,R$ 0.0378
769,3843,trash,glitch,NÃO,-,R$ 0.0252
769,3844,trash,default,NÃO,-,R$ 0.0063
769,3845,meme,glitch,NÃO,-,R$ 0.0252
770,3846,trash,default,NÃO,-,R$ 0.0063
770,3847,viral,default,NÃO,-,R$ 0.0063
770,3848,trash,default,NÃO,-,R$ 0.0063
770,3849,trash,ghost,NÃO,-,R$ 0.0378
770,3850,trash,default,NÃO,-,R$ 0.0063
771,3851,trash,default,NÃO,-,R$ 0.0063
771,3852,viral,glow,NÃO,-,R$ 0.0189
771,3853,meme,default,NÃO,-,R$ 0.0063
771,3854,meme,default,NÃO,-,R$ 0.0063
771,3855,trash,glitch,NÃO,-,R$ 0.0252
772,3856,trash,neon,NÃO,-,R$ 0.0126
772,3857,trash,default,NÃO,-,R$ 0.0063
772,3858,trash,default,NÃO,-,R$ 0.0063
772,3859,meme,default,NÃO,-,R$ 0.0063
772,3860,trash,neon,NÃO,-,R$ 0.0126
773,3861,trash,default,NÃO,-,R$ 0.0063
773,3862,viral,holo,NÃO,-,R$ 0.0504
773,3863,trash,ghost,NÃO,-,R$ 0.0378
773,3864,trash,neon,NÃO,-,R$ 0.0126
773,3865,trash,glitch,NÃO,-,R$ 0.0252
774,3866,trash,default,NÃO,-,R$ 0.0063
774,3867,meme,default,NÃO,-,R$ 0.0063
774,3868,trash,default,NÃO,-,R$ 0.0063
774,3869,trash,default,NÃO,-,R$ 0.0063
774,3870,trash,default,NÃO,-,R$ 0.0063
775,3871,trash,default,NÃO,-,R$ 0.0063
775,3872,trash,default,NÃO,-,R$ 0.0063
775,3873,trash,default,NÃO,-,R$ 0.0063
775,3874,trash,neon,NÃO,-,R$ 0.0126
775,3875,meme,glow,NÃO,-,R$ 0.0189
776,3876,trash,neon,NÃO,-,R$ 0.0126
776,3877,meme,neon,NÃO,-,R$ 0.0126
776,3878,meme,default,NÃO,-,R$ 0.0063
776,3879,viral,default,NÃO,-,R$ 0.0063
776,3880,trash,neon,NÃO,-,R$ 0.0126
777,3881,meme,default,NÃO,-,R$ 0.0063
777,3882,viral,default,NÃO,-,R$ 0.0063
777,3883,trash,default,NÃO,-,R$ 0.0063
777,3884,viral,neon,NÃO,-,R$ 0.0126
777,3885,meme,neon,NÃO,-,R$ 0.0126
778,3886,meme,default,NÃO,-,R$ 0.0063
778,3887,trash,default,NÃO,-,R$ 0.0063
778,3888,meme,neon,NÃO,-,R$ 0.0126
778,3889,trash,glow,NÃO,-,R$ 0.0189
778,3890,trash,neon,NÃO,-,R$ 0.0126
779,3891,trash,neon,NÃO,-,R$ 0.0126
779,3892,trash,neon,NÃO,-,R$ 0.0126
779,3893,trash,default,NÃO,-,R$ 0.0063
779,3894,trash,default,NÃO,-,R$ 0.0063
779,3895,trash,default,NÃO,-,R$ 0.0063
780,3896,trash,neon,NÃO,-,R$ 0.0126
780,3897,trash,default,NÃO,-,R$ 0.0063
780,3898,meme,default,NÃO,-,R$ 0.0063
780,3899,trash,default,NÃO,-,R$ 0.0063
780,3900,trash,default,NÃO,-,R$ 0.0063
781,3901,trash,ghost,NÃO,-,R$ 0.0378
781,3902,trash,neon,NÃO,-,R$ 0.0126
781,3903,meme,default,NÃO,-,R$ 0.0063
781,3904,viral,default,NÃO,-,R$ 0.0063
781,3905,trash,neon,NÃO,-,R$ 0.0126
782,3906,trash,default,NÃO,-,R$ 0.0063
782,3907,meme,default,NÃO,-,R$ 0.0063
782,3908,meme,default,NÃO,-,R$ 0.0063
782,3909,trash,default,NÃO,-,R$ 0.0063
782,3910,meme,default,NÃO,-,R$ 0.0063
783,3911,meme,neon,NÃO,-,R$ 0.0126
783,3912,trash,default,NÃO,-,R$ 0.0063
783,3913,trash,neon,NÃO,-,R$ 0.0126
783,3914,trash,default,NÃO,-,R$ 0.0063
783,3915,trash,default,NÃO,-,R$ 0.0063
784,3916,trash,default,NÃO,-,R$ 0.0063
784,3917,viral,glow,NÃO,-,R$ 0.0189
784,3918,trash,default,NÃO,-,R$ 0.0063
784,3919,meme,default,NÃO,-,R$ 0.0063
784,3920,trash,neon,NÃO,-,R$ 0.0126
785,3921,viral,default,NÃO,-,R$ 0.0063
785,3922,trash,default,NÃO,-,R$ 0.0063
785,3923,meme,default,NÃO,-,R$ 0.0063
785,3924,meme,neon,NÃO,-,R$ 0.0126
785,3925,trash,neon,NÃO,-,R$ 0.0126
786,3926,trash,holo,NÃO,-,R$ 0.0504
786,3927,trash,default,NÃO,-,R$ 0.0063
786,3928,trash,default,NÃO,-,R$ 0.0063
786,3929,trash,default,NÃO,-,R$ 0.0063
786,3930,viral,default,NÃO,-,R$ 0.0063
787,3931,trash,neon,NÃO,-,R$ 0.0126
787,3932,trash,glow,NÃO,-,R$ 0.0189
787,3933,trash,dark,NÃO,-,R$ 0.0756
787,3934,trash,default,NÃO,-,R$ 0.0063
787,3935,viral,glow,NÃO,-,R$ 0.0189
788,3936,meme,neon,NÃO,-,R$ 0.0126
788,3937,trash,default,NÃO,-,R$ 0.0063
788,3938,meme,glitch,NÃO,-,R$ 0.0252
788,3939,trash,default,NÃO,-,R$ 0.0063
788,3940,trash,default,NÃO,-,R$ 0.0063
789,3941,trash,neon,NÃO,-,R$ 0.0126
789,3942,trash,neon,NÃO,-,R$ 0.0126
789,3943,trash,default,NÃO,-,R$ 0.0063
789,3944,legendary,default,NÃO,-,R$ 0.0063
789,3945,trash,neon,NÃO,-,R$ 0.0126
790,3946,trash,default,NÃO,-,R$ 0.0063
790,3947,meme,default,NÃO,-,R$ 0.0063
790,3948,trash,default,NÃO,-,R$ 0.0063
790,3949,meme,default,NÃO,-,R$ 0.0063
790,3950,trash,default,NÃO,-,R$ 0.0063
791,3951,viral,default,NÃO,-,R$ 0.0063
791,3952,trash,neon,NÃO,-,R$ 0.0126
791,3953,meme,glow,NÃO,-,R$ 0.0189
791,3954,trash,default,NÃO,-,R$ 0.0063
791,3955,trash,glow,NÃO,-,R$ 0.0189
792,3956,trash,default,NÃO,-,R$ 0.0063
792,3957,trash,default,NÃO,-,R$ 0.0063
792,3958,trash,neon,NÃO,-,R$ 0.0126
792,3959,trash,neon,NÃO,-,R$ 0.0126
792,3960,meme,default,NÃO,-,R$ 0.0063
793,3961,trash,default,NÃO,-,R$ 0.0063
793,3962,meme,neon,NÃO,-,R$ 0.0126
793,3963,trash,glow,NÃO,-,R$ 0.0189
793,3964,trash,default,NÃO,-,R$ 0.0063
793,3965,trash,neon,NÃO,-,R$ 0.0126
794,3966,trash,neon,NÃO,-,R$ 0.0126
794,3967,trash,default,NÃO,-,R$ 0.0063
794,3968,trash,neon,NÃO,-,R$ 0.0126
794,3969,trash,default,NÃO,-,R$ 0.0063
794,3970,trash,default,NÃO,-,R$ 0.0063
795,3971,meme,glow,NÃO,-,R$ 0.0189
795,3972,meme,default,NÃO,-,R$ 0.0063
795,3973,trash,glow,NÃO,-,R$ 0.0189
795,3974,trash,glow,NÃO,-,R$ 0.0189
795,3975,meme,default,NÃO,-,R$ 0.0063
796,3976,trash,default,NÃO,-,R$ 0.0063
796,3977,trash,default,NÃO,-,R$ 0.0063
796,3978,trash,neon,NÃO,-,R$ 0.0126
796,3979,meme,glow,NÃO,-,R$ 0.0189
796,3980,trash,glow,NÃO,-,R$ 0.0189
797,3981,trash,neon,NÃO,-,R$ 0.0126
797,3982,trash,neon,NÃO,-,R$ 0.0126
797,3983,trash,default,NÃO,-,R$ 0.0063
797,3984,trash,neon,NÃO,-,R$ 0.0126
797,3985,trash,neon,NÃO,-,R$ 0.0126
798,3986,meme,default,NÃO,-,R$ 0.0063
798,3987,trash,default,NÃO,-,R$ 0.0063
798,3988,trash,default,NÃO,-,R$ 0.0063
798,3989,viral,neon,NÃO,-,R$ 0.0126
798,3990,trash,neon,NÃO,-,R$ 0.0126
799,3991,meme,glow,NÃO,-,R$ 0.0189
799,3992,trash,default,NÃO,-,R$ 0.0063
799,3993,trash,default,NÃO,-,R$ 0.0063
799,3994,viral,default,NÃO,-,R$ 0.0063
799,3995,trash,default,NÃO,-,R$ 0.0063
800,3996,trash,default,NÃO,-,R$ 0.0063
800,3997,trash,neon,NÃO,-,R$ 0.0126
800,3998,trash,default,NÃO,-,R$ 0.0063
800,3999,trash,default,NÃO,-,R$ 0.0063
800,4000,meme,glow,NÃO,-,R$ 0.0189
801,4001,trash,default,NÃO,-,R$ 0.0063
801,4002,trash,default,NÃO,-,R$ 0.0063
801,4003,trash,default,NÃO,-,R$ 0.0063
801,4004,trash,default,NÃO,-,R$ 0.0063
801,4005,viral,default,NÃO,-,R$ 0.0063
802,4006,trash,default,NÃO,-,R$ 0.0063
802,4007,trash,default,NÃO,-,R$ 0.0063
802,4008,meme,neon,NÃO,-,R$ 0.0126
802,4009,viral,default,NÃO,-,R$ 0.0063
802,4010,trash,default,NÃO,-,R$ 0.0063
803,4011,trash,ghost,NÃO,-,R$ 0.0378
803,4012,trash,neon,NÃO,-,R$ 0.0126
803,4013,trash,default,NÃO,-,R$ 0.0063
803,4014,trash,default,NÃO,-,R$ 0.0063
803,4015,trash,default,NÃO,-,R$ 0.0063
804,4016,trash,default,NÃO,-,R$ 0.0063
804,4017,trash,neon,NÃO,-,R$ 0.0126
804,4018,trash,neon,NÃO,-,R$ 0.0126
804,4019,trash,default,NÃO,-,R$ 0.0063
804,4020,trash,default,NÃO,-,R$ 0.0063
805,4021,meme,default,NÃO,-,R$ 0.0063
805,4022,trash,default,NÃO,-,R$ 0.0063
805,4023,legendary,neon,NÃO,-,R$ 0.0126
805,4024,trash,glow,NÃO,-,R$ 0.0189
805,4025,trash,default,NÃO,-,R$ 0.0063
806,4026,trash,neon,NÃO,-,R$ 0.0126
806,4027,trash,ghost,NÃO,-,R$ 0.0378
806,4028,trash,default,NÃO,-,R$ 0.0063
806,4029,viral,default,NÃO,-,R$ 0.0063
806,4030,trash,default,NÃO,-,R$ 0.0063
807,4031,trash,neon,NÃO,-,R$ 0.0126
807,4032,trash,default,NÃO,-,R$ 0.0063
807,4033,meme,default,NÃO,-,R$ 0.0063
807,4034,trash,default,NÃO,-,R$ 0.0063
807,4035,trash,default,NÃO,-,R$ 0.0063
808,4036,trash,neon,NÃO,-,R$ 0.0126
808,4037,meme,neon,NÃO,-,R$ 0.0126
808,4038,trash,glow,NÃO,-,R$ 0.0189
808,4039,trash,default,NÃO,-,R$ 0.0063
808,4040,trash,default,NÃO,-,R$ 0.0063
809,4041,trash,default,NÃO,-,R$ 0.0063
809,4042,trash,glow,NÃO,-,R$ 0.0189
809,4043,trash,neon,NÃO,-,R$ 0.0126
809,4044,trash,glow,NÃO,-,R$ 0.0189
809,4045,trash,ghost,NÃO,-,R$ 0.0378
810,4046,trash,glitch,NÃO,-,R$ 0.0252
810,4047,trash,glow,NÃO,-,R$ 0.0189
810,4048,trash,default,NÃO,-,R$ 0.0063
810,4049,trash,default,NÃO,-,R$ 0.0063
810,4050,trash,default,NÃO,-,R$ 0.0063
811,4051,viral,glow,NÃO,-,R$ 0.0189
811,4052,trash,glow,NÃO,-,R$ 0.0189
811,4053,trash,default,NÃO,-,R$ 0.0063
811,4054,meme,glitch,NÃO,-,R$ 0.0252
811,4055,meme,default,NÃO,-,R$ 0.0063
812,4056,trash,default,NÃO,-,R$ 0.0063
812,4057,meme,default,NÃO,-,R$ 0.0063
812,4058,meme,glow,NÃO,-,R$ 0.0189
812,4059,viral,default,NÃO,-,R$ 0.0063
812,4060,trash,neon,NÃO,-,R$ 0.0126
813,4061,trash,default,NÃO,-,R$ 0.0063
813,4062,trash,neon,NÃO,-,R$ 0.0126
813,4063,trash,ghost,NÃO,-,R$ 0.0378
813,4064,meme,default,NÃO,-,R$ 0.0063
813,4065,trash,neon,NÃO,-,R$ 0.0126
814,4066,meme,default,NÃO,-,R$ 0.0063
814,4067,trash,neon,NÃO,-,R$ 0.0126
814,4068,trash,default,NÃO,-,R$ 0.0063
814,4069,trash,neon,NÃO,-,R$ 0.0126
814,4070,trash,neon,NÃO,-,R$ 0.0126
815,4071,trash,ghost,NÃO,-,R$ 0.0378
815,4072,trash,default,NÃO,-,R$ 0.0063
815,4073,trash,default,NÃO,-,R$ 0.0063
815,4074,trash,default,NÃO,-,R$ 0.0063
815,4075,trash,default,NÃO,-,R$ 0.0063
816,4076,meme,default,NÃO,-,R$ 0.0063
816,4077,trash,neon,NÃO,-,R$ 0.0126
816,4078,trash,neon,NÃO,-,R$ 0.0126
816,4079,trash,neon,NÃO,-,R$ 0.0126
816,4080,trash,default,NÃO,-,R$ 0.0063
817,4081,meme,default,NÃO,-,R$ 0.0063
817,4082,meme,default,NÃO,-,R$ 0.0063
817,4083,trash,glow,NÃO,-,R$ 0.0189
817,4084,trash,default,NÃO,-,R$ 0.0063
817,4085,meme,default,NÃO,-,R$ 0.0063
818,4086,trash,default,NÃO,-,R$ 0.0063
818,4087,trash,default,NÃO,-,R$ 0.0063
818,4088,trash,glow,NÃO,-,R$ 0.0189
818,4089,trash,default,NÃO,-,R$ 0.0063
818,4090,meme,neon,NÃO,-,R$ 0.0126
819,4091,trash,glow,NÃO,-,R$ 0.0189
819,4092,trash,default,NÃO,-,R$ 0.0063
819,4093,trash,default,NÃO,-,R$ 0.0063
819,4094,meme,default,NÃO,-,R$ 0.0063
819,4095,trash,default,NÃO,-,R$ 0.0063
820,4096,trash,neon,NÃO,-,R$ 0.0126
820,4097,trash,default,NÃO,-,R$ 0.0063
820,4098,trash,default,NÃO,-,R$ 0.0063
820,4099,meme,ghost,NÃO,-,R$ 0.0378
820,4100,trash,holo,NÃO,-,R$ 0.0504
821,4101,meme,glitch,NÃO,-,R$ 0.0252
821,4102,meme,glow,NÃO,-,R$ 0.0189
821,4103,legendary,glow,NÃO,-,R$ 0.0189
821,4104,trash,default,NÃO,-,R$ 0.0063
821,4105,trash,default,NÃO,-,R$ 0.0063
822,4106,meme,default,NÃO,-,R$ 0.0063
822,4107,meme,default,NÃO,-,R$ 0.0063
822,4108,trash,holo,NÃO,-,R$ 0.0504
822,4109,meme,default,NÃO,-,R$ 0.0063
822,4110,trash,default,NÃO,-,R$ 0.0063
823,4111,trash,default,NÃO,-,R$ 0.0063
823,4112,trash,default,NÃO,-,R$ 0.0063
823,4113,trash,default,NÃO,-,R$ 0.0063
823,4114,viral,default,NÃO,-,R$ 0.0063
823,4115,meme,glow,NÃO,-,R$ 0.0189
824,4116,trash,neon,NÃO,-,R$ 0.0126
824,4117,trash,glow,NÃO,-,R$ 0.0189
824,4118,trash,glow,NÃO,-,R$ 0.0189
824,4119,trash,glow,NÃO,-,R$ 0.0189
824,4120,trash,default,NÃO,-,R$ 0.0063
825,4121,meme,default,NÃO,-,R$ 0.0063
825,4122,meme,neon,NÃO,-,R$ 0.0126
825,4123,trash,default,NÃO,-,R$ 0.0063
825,4124,viral,default,NÃO,-,R$ 0.0063
825,4125,trash,default,NÃO,-,R$ 0.0063
826,4126,viral,holo,NÃO,-,R$ 0.0504
826,4127,trash,default,NÃO,-,R$ 0.0063
826,4128,trash,neon,NÃO,-,R$ 0.0126
826,4129,trash,neon,NÃO,-,R$ 0.0126
826,4130,trash,default,NÃO,-,R$ 0.0063
827,4131,trash,neon,NÃO,-,R$ 0.0126
827,4132,trash,default,NÃO,-,R$ 0.0063
827,4133,meme,neon,NÃO,-,R$ 0.0126
827,4134,meme,default,NÃO,-,R$ 0.0063
827,4135,trash,neon,NÃO,-,R$ 0.0126
828,4136,meme,default,NÃO,-,R$ 0.0063
828,4137,viral,neon,NÃO,-,R$ 0.0126
828,4138,meme,neon,NÃO,-,R$ 0.0126
828,4139,trash,glow,NÃO,-,R$ 0.0189
828,4140,trash,neon,NÃO,-,R$ 0.0126
829,4141,meme,neon,NÃO,-,R$ 0.0126
829,4142,meme,default,NÃO,-,R$ 0.0063
829,4143,trash,default,NÃO,-,R$ 0.0063
829,4144,trash,default,NÃO,-,R$ 0.0063
829,4145,trash,default,NÃO,-,R$ 0.0063
830,4146,meme,neon,NÃO,-,R$ 0.0126
830,4147,trash,neon,NÃO,-,R$ 0.0126
830,4148,meme,glow,NÃO,-,R$ 0.0189
830,4149,trash,neon,NÃO,-,R$ 0.0126
830,4150,trash,default,NÃO,-,R$ 0.0063
831,4151,trash,default,NÃO,-,R$ 0.0063
831,4152,trash,neon,NÃO,-,R$ 0.0126
831,4153,meme,neon,NÃO,-,R$ 0.0126
831,4154,trash,default,NÃO,-,R$ 0.0063
831,4155,trash,default,NÃO,-,R$ 0.0063
832,4156,trash,neon,NÃO,-,R$ 0.0126
832,4157,trash,default,NÃO,-,R$ 0.0063
832,4158,trash,default,NÃO,-,R$ 0.0063
832,4159,trash,default,NÃO,-,R$ 0.0063
832,4160,trash,glitch,NÃO,-,R$ 0.0252
833,4161,trash,glow,NÃO,-,R$ 0.0189
833,4162,meme,glow,NÃO,-,R$ 0.0189
833,4163,meme,neon,NÃO,-,R$ 0.0126
833,4164,trash,default,NÃO,-,R$ 0.0063
833,4165,viral,default,NÃO,-,R$ 0.0063
834,4166,trash,default,NÃO,-,R$ 0.0063
834,4167,viral,default,NÃO,-,R$ 0.0063
834,4168,trash,default,NÃO,-,R$ 0.0063
834,4169,meme,default,NÃO,-,R$ 0.0063
834,4170,trash,default,NÃO,-,R$ 0.0063
835,4171,viral,default,NÃO,-,R$ 0.0063
835,4172,trash,default,NÃO,-,R$ 0.0063
835,4173,trash,default,NÃO,-,R$ 0.0063
835,4174,trash,glitch,NÃO,-,R$ 0.0252
835,4175,meme,default,NÃO,-,R$ 0.0063
836,4176,trash,neon,NÃO,-,R$ 0.0126
836,4177,meme,default,NÃO,-,R$ 0.0063
836,4178,meme,default,NÃO,-,R$ 0.0063
836,4179,meme,default,NÃO,-,R$ 0.0063
836,4180,trash,holo,NÃO,-,R$ 0.0504
837,4181,trash,default,NÃO,-,R$ 0.0063
837,4182,meme,neon,NÃO,-,R$ 0.0126
837,4183,trash,glow,NÃO,-,R$ 0.0189
837,4184,meme,glow,NÃO,-,R$ 0.0189
837,4185,trash,default,NÃO,-,R$ 0.0063
838,4186,trash,holo,NÃO,-,R$ 0.0504
838,4187,meme,default,NÃO,-,R$ 0.0063
838,4188,viral,default,NÃO,-,R$ 0.0063
838,4189,trash,default,NÃO,-,R$ 0.0063
838,4190,trash,glow,NÃO,-,R$ 0.0189
839,4191,trash,default,NÃO,-,R$ 0.0063
839,4192,trash,default,NÃO,-,R$ 0.0063
839,4193,trash,default,NÃO,-,R$ 0.0063
839,4194,trash,neon,NÃO,-,R$ 0.0126
839,4195,trash,neon,NÃO,-,R$ 0.0126
840,4196,meme,default,NÃO,-,R$ 0.0063
840,4197,trash,default,NÃO,-,R$ 0.0063
840,4198,trash,default,NÃO,-,R$ 0.0063
840,4199,trash,default,NÃO,-,R$ 0.0063
840,4200,trash,glow,NÃO,-,R$ 0.0189
841,4201,trash,neon,NÃO,-,R$ 0.0126
841,4202,trash,default,NÃO,-,R$ 0.0063
841,4203,trash,default,NÃO,-,R$ 0.0063
841,4204,trash,default,NÃO,-,R$ 0.0063
841,4205,trash,default,NÃO,-,R$ 0.0063
842,4206,meme,default,NÃO,-,R$ 0.0063
842,4207,trash,neon,NÃO,-,R$ 0.0126
842,4208,meme,glitch,NÃO,-,R$ 0.0252
842,4209,trash,default,NÃO,-,R$ 0.0063
842,4210,meme,default,NÃO,-,R$ 0.0063
843,4211,trash,neon,NÃO,-,R$ 0.0126
843,4212,trash,neon,NÃO,-,R$ 0.0126
843,4213,trash,default,NÃO,-,R$ 0.0063
843,4214,trash,default,NÃO,-,R$ 0.0063
843,4215,trash,default,NÃO,-,R$ 0.0063
844,4216,viral,default,NÃO,-,R$ 0.0063
844,4217,trash,default,NÃO,-,R$ 0.0063
844,4218,trash,default,NÃO,-,R$ 0.0063
844,4219,meme,default,NÃO,-,R$ 0.0063
844,4220,viral,default,NÃO,-,R$ 0.0063
845,4221,trash,neon,NÃO,-,R$ 0.0126
845,4222,trash,default,NÃO,-,R$ 0.0063
845,4223,trash,default,NÃO,-,R$ 0.0063
845,4224,trash,default,NÃO,-,R$ 0.0063
845,4225,trash,glow,NÃO,-,R$ 0.0189
846,4226,trash,default,NÃO,-,R$ 0.0063
846,4227,meme,default,NÃO,-,R$ 0.0063
846,4228,trash,default,NÃO,-,R$ 0.0063
846,4229,trash,default,NÃO,-,R$ 0.0063
846,4230,trash,neon,NÃO,-,R$ 0.0126
847,4231,trash,glow,NÃO,-,R$ 0.0189
847,4232,trash,default,NÃO,-,R$ 0.0063
847,4233,legendary,default,NÃO,-,R$ 0.0063
847,4234,meme,glitch,NÃO,-,R$ 0.0252
847,4235,meme,neon,NÃO,-,R$ 0.0126
848,4236,trash,default,NÃO,-,R$ 0.0063
848,4237,trash,default,NÃO,-,R$ 0.0063
848,4238,trash,default,NÃO,-,R$ 0.0063
848,4239,trash,default,NÃO,-,R$ 0.0063
848,4240,meme,default,NÃO,-,R$ 0.0063
849,4241,trash,default,NÃO,-,R$ 0.0063
849,4242,viral,neon,NÃO,-,R$ 0.0126
849,4243,trash,default,NÃO,-,R$ 0.0063
849,4244,meme,default,NÃO,-,R$ 0.0063
849,4245,meme,default,NÃO,-,R$ 0.0063
850,4246,trash,default,NÃO,-,R$ 0.0063
850,4247,trash,default,NÃO,-,R$ 0.0063
850,4248,trash,glitch,NÃO,-,R$ 0.0252
850,4249,trash,glitch,NÃO,-,R$ 0.0252
850,4250,trash,default,NÃO,-,R$ 0.0063
851,4251,viral,neon,NÃO,-,R$ 0.0126
851,4252,trash,neon,NÃO,-,R$ 0.0126
851,4253,meme,ghost,NÃO,-,R$ 0.0378
851,4254,trash,default,NÃO,-,R$ 0.0063
851,4255,trash,default,NÃO,-,R$ 0.0063
852,4256,trash,default,NÃO,-,R$ 0.0063
852,4257,trash,default,NÃO,-,R$ 0.0063
852,4258,trash,default,NÃO,-,R$ 0.0063
852,4259,trash,default,NÃO,-,R$ 0.0063
852,4260,trash,default,NÃO,-,R$ 0.0063
853,4261,trash,default,NÃO,-,R$ 0.0063
853,4262,trash,default,NÃO,-,R$ 0.0063
853,4263,trash,neon,NÃO,-,R$ 0.0126
853,4264,trash,neon,NÃO,-,R$ 0.0126
853,4265,trash,glow,NÃO,-,R$ 0.0189
854,4266,trash,neon,NÃO,-,R$ 0.0126
854,4267,trash,default,NÃO,-,R$ 0.0063
854,4268,viral,glitch,NÃO,-,R$ 0.0252
854,4269,trash,glitch,NÃO,-,R$ 0.0252
854,4270,trash,default,NÃO,-,R$ 0.0063
855,4271,meme,default,NÃO,-,R$ 0.0063
855,4272,trash,glow,NÃO,-,R$ 0.0189
855,4273,trash,default,NÃO,-,R$ 0.0063
855,4274,meme,neon,NÃO,-,R$ 0.0126
855,4275,trash,glow,NÃO,-,R$ 0.0189
856,4276,trash,default,NÃO,-,R$ 0.0063
856,4277,trash,default,NÃO,-,R$ 0.0063
856,4278,trash,default,NÃO,-,R$ 0.0063
856,4279,viral,glow,NÃO,-,R$ 0.0189
856,4280,trash,holo,NÃO,-,R$ 0.0504
857,4281,meme,neon,NÃO,-,R$ 0.0126
857,4282,trash,default,NÃO,-,R$ 0.0063
857,4283,meme,default,NÃO,-,R$ 0.0063
857,4284,trash,glow,NÃO,-,R$ 0.0189
857,4285,meme,neon,NÃO,-,R$ 0.0126
858,4286,trash,default,NÃO,-,R$ 0.0063
858,4287,meme,default,NÃO,-,R$ 0.0063
858,4288,trash,default,NÃO,-,R$ 0.0063
858,4289,trash,neon,NÃO,-,R$ 0.0126
858,4290,viral,default,NÃO,-,R$ 0.0063
859,4291,meme,default,NÃO,-,R$ 0.0063
859,4292,trash,default,NÃO,-,R$ 0.0063
859,4293,trash,glow,NÃO,-,R$ 0.0189
859,4294,trash,default,NÃO,-,R$ 0.0063
859,4295,trash,holo,NÃO,-,R$ 0.0504
860,4296,trash,neon,NÃO,-,R$ 0.0126
860,4297,trash,default,NÃO,-,R$ 0.0063
860,4298,trash,default,NÃO,-,R$ 0.0063
860,4299,trash,default,NÃO,-,R$ 0.0063
860,4300,trash,glitch,NÃO,-,R$ 0.0252
861,4301,trash,holo,NÃO,-,R$ 0.0504
861,4302,viral,default,NÃO,-,R$ 0.0063
861,4303,trash,glow,NÃO,-,R$ 0.0189
861,4304,trash,default,NÃO,-,R$ 0.0063
861,4305,viral,default,NÃO,-,R$ 0.0063
862,4306,trash,default,NÃO,-,R$ 0.0063
862,4307,meme,default,NÃO,-,R$ 0.0063
862,4308,meme,neon,NÃO,-,R$ 0.0126
862,4309,trash,default,NÃO,-,R$ 0.0063
862,4310,trash,glow,NÃO,-,R$ 0.0189
863,4311,trash,default,NÃO,-,R$ 0.0063
863,4312,meme,glow,NÃO,-,R$ 0.0189
863,4313,trash,glow,NÃO,-,R$ 0.0189
863,4314,trash,glow,NÃO,-,R$ 0.0189
863,4315,meme,default,NÃO,-,R$ 0.0063
864,4316,trash,neon,NÃO,-,R$ 0.0126
864,4317,meme,default,NÃO,-,R$ 0.0063
864,4318,meme,neon,NÃO,-,R$ 0.0126
